Actual,Predicted
214.6100006103516,214.52354051800367
121.33000183105467,121.18576170306477
119.62000274658205,119.05112087137883
170.6300048828125,171.13415173032837
120.94000244140624,120.69718578188784
128.11000061035156,128.47258728491124
120.6500015258789,120.75542423667272
148.4600067138672,148.45928548299185
121.9800033569336,121.75475175034643
159.5399932861328,159.79815345550844
168.97000122070312,168.4824947634213
173.0,172.98221226932588
113.0199966430664,113.37310194028561
178.63999938964844,178.82127152440563
116.5,116.5677924390285
241.08999633789065,241.08620396761893
119.86000061035156,119.49346239815904
162.3000030517578,162.71390656924217
172.52999877929688,172.3854669849206
133.52999877929688,133.47923526984354
187.55999755859372,187.31272493943237
148.36000061035156,148.47670295522602
163.75,163.60759903991402
126.5999984741211,126.35316810049773
117.4499969482422,117.02717848516608
170.1999969482422,170.25807884640344
127.12000274658205,126.86527127694521
239.6000061035156,239.11443059537845
186.3999938964844,186.35948758985674
169.61000061035156,169.28288874090708
176.63999938964844,176.00626333434005
162.1999969482422,161.9391609933183
297.8399963378906,296.44992039402456
115.2699966430664,115.4479637602808
161.02000427246094,160.1877522843326
137.74000549316406,137.27067719353366
247.27999877929688,247.24671142466147
190.80999755859372,191.77724339014475
123.13999938964844,123.26668539929838
267.6700134277344,267.40781293835545
169.69000244140625,169.3407674110705
287.57000732421875,287.3047184711897
108.83000183105467,109.6621872483673
158.57000732421875,158.3777238850574
182.8699951171875,182.68248732389782
372.2999877929688,364.89670676796635
125.52999877929688,125.76185926985113
180.00999450683594,178.20983648617027
117.87000274658205,117.99030439148711
178.2100067138672,179.09294210381825
242.3699951171875,242.4179045964972
144.19000244140625,144.62202310858467
315.0299987792969,314.2973146918238
178.75999450683594,178.4628111854131
187.91000366210935,188.2002172230039
151.69000244140625,151.89760985114248
182.7400054931641,182.89119249809488
188.5,188.86515336334548
378.7900085449219,380.574889888927
169.6999969482422,169.42142038483826
126.4800033569336,126.35271656582898
